CODIGO,NOME,TITULO,GRAUDEPROTECAO,DESCRICAO,RENDIMENTO100,RENDIMENTO50,RENDIMENTO75,MOMENTOINERCIA,CONJUGADOROTORBLOQUEADO,CORRENTEROTORBLOQUEADO,CONJUGADOMAXIMO,NIVELRUIDO,CONJUGADONOMINAL,NUMERODEPOLOS,FATORPOTENCIA100,FATORPOTENCIA50,FATORPOTENCIA75,POTENCIALNOMINAL,TEMPOROTORBLOQUEADO,RPM,RPMASSINCRONO,FATORSERVICO,COD_CARCACA,COD_CLASSEMOTOR,COD_FABRICANTE,PESO,CORRENTE_VAZIO,TENSAO,CORRENTENOMINAL
3209,•W1639•,•W1639•,•IP55•,•W1639•,93.4,90.5,92.5,2.81,43557,618113,43587,80,82.1,,0.88,0.81,0.85,200,19,1800,1780,1,18,1,2,862,0,•220/380/440•,•479/276.38/239.5•
3210,•W1640•,•W1640•,•IP55•,•W1640•,94.5,90.5,93,3212,43557,3630,43618,80,804494,,0.86,0.75,0.83,200,19,1800,1780,1,18,1,2,950,0,•220/380/440•,•484/279.26/242•
3211,•W1641•,•W1641•,•IP55•,•W1641•,94.6,93,94.1,321184,43557,3630,43618,80,81.8,,0.86,0.75,0.83,200,19,1800,1785,1,18,1,2,910,0,•220/380/440•,•484/279.26/242•
3212,•W1642•,•W1642•,•IP55•,•W1642•,94.5,90.5,93,321184,43557,,43618,,818003,4,0.86,0.75,0.83,200,19,1800,1785,1,18,1,2,,0,•220/380/440•,•484.38/280.43/242.19•
3213,•W1643•,•W1643•,•IP55•,•W1643•,94.6,93,94.5,321184,43557,,43557,75,818003,4,0.86,0.75,0.83,200,19,1800,1785,1.15,18,1,2,947,0,•220/380/440•,•484.00/280.21/242.00•
3214,•W1644•,•W1644•,•IP54•,•W1644•,95.3,93.9,95,2599,43587,475334,43618,85,80,,0.89,0.82,0.87,200,15,1800,1785,,18,2,2,868,0,•220/380/440•,•464/267.72/232•
3215,•W1645•,•W1645•,•IP55•,•W1645•,95.5,94.1,95.2,2.81,43587,3318,43587,80,82.1,,0.87,0.81,0.85,200,25,1800,1780,1.15,18,2,2,868,0,•220/380/440•,•474/273.49/237•
3216,•W1646•,•W1646•,•IP55•,•W1646•,95.5,94.4,95.2,2.81,43587,465898,43587,80,804494,,0.87,0.79,0.85,200,25,1800,1780,1.15,18,2,2,868,0,•220/380/440•,•474/273.49/237•
3217,•W1647•,•W1647•,•IP55•,•W1647•,95.5,94.4,95.2,281036,43587,465898,43587,80,82.1,,0.87,0.79,0.85,200,22,1800,1780,1.15,18,2,2,805,0,•220/380/440•,•474/273.49/237•
3218,•W1648•,•W1648•,•IP55•,•W1648•,95.5,94.4,95.2,281036,43587,465898,43587,80,82.1,,0.87,0.79,0.85,200,22,1800,1780,1.15,18,2,2,859,0,•220/380/440•,•474/273.49/237•
3219,•W1649•,•W1649•,•IP55•,•W1649•,95.5,94.5,95.5,289325,43498,,43526,75,815719,4,0.86,0.75,0.83,200,20,1800,1790,1.15,18,2,2,986,0,•220/380/440•,•480.00/277.89/240.00•
3220,•W1650•,•W1650•,•IP55•,•W1650•,96.2,94.9,95.9,6721,43648,,43648,58,81.6,4,0.86,0.73,0.82,200,8,1800,1790,1.25,18,3,2,85.5,0,•220/380/440•,•478/277/239•
3221,•W1651•,•W1651•,•IPW55•,•W1651•,96.8,95.4,96.2,4.21,43710,622161,43618,75,81.6,,0.87,0.75,0.83,200,25,1800,1790,1.25,18,4,2,1080,0,•220/380/440•,•468/270.03/234•
3222,•W1652•,•W1652•,•IP54•,•W1652•,93.1,90,92,4625,43679,3900,43557,76,121,,0.83,0.74,0.8,200,14,1200,1185,1,18,1,2,987,0,•220/380/440•,•500/288.5/250•
3223,•W1653•,•W1653•,•IP55•,•W1653•,93.7,90.4,92.5,5286,43557,3542,43557,73,123,,0.83,0.68,0.78,200,26,1200,1185,1,18,1,2,992,0,•220/380/440•,•506/291.96/253•
3224,•W1654•,•W1654•,•IP55•,•W1654•,94.1,91,93,5286,43679,738308,43679,73,1208439,,0.81,0.62,0.74,200,21,1200,1185,1,18,1,2,992,0,•220/380/440•,•516/297.73/258•
3225,•W1655•,•W1655•,•IP55•,•W1655•,94.2,92.5,93.8,528596,43679,738308,43679,73,123,,0.81,0.66,0.76,200,21,1200,1185,1,18,1,2,984,0,•220/380/440•,•516/297.73/258•
3226,•W1656•,•W1656•,•IP55•,•W1656•,94.2,91.8,93.5,857816,43678,3393,43498,77,123,,0.8,0.66,0.76,200,75,1200,1190,1,46,1,2,1450,0,•220/380/440•,•522/301.19/261•
3227,•W1657•,•W1657•,•IP55•,•W1657•,93.1,90,92,1587071,43679,,43557,,123218,6,0.83,0.74,0.8,200,14,1200,1185,1,18,1,2,987,0,•220/380/440•,•500.00/289.47/250.00•
3228,•W1658•,•W1658•,•IP55•,•W1658•,94.2,92.5,93.8,528596,43679,,43679,,123218,6,0.81,0.66,0.76,200,21,1200,1185,1,18,1,2,,0,•220/380/440•,•516.00/298.74/258.00•
3229,•W1659•,•W1659•,•IP55•,•W1659•,94.2,92.5,93.8,528596,43679,,43679,70,123218,6,0.81,0.66,0.76,200,21,1200,1185,1.15,18,1,2,1044,0,•220/380/440•,•516.00/298.74/258.00•
3230,•W1660•,•W1660•,•IP54•,•W1660•,95.4,94.4,95,4625,43498,555932,43587,75,121,,0.84,0.68,0.81,200,14,1200,1185,,18,2,2,990,0,•220/380/440•,•482/278.11/241•
3231,•W1661•,•W1661•,•IP55•,•W1661•,95.4,94.4,95,5286,43557,471650,43557,73,123,,0.84,0.7,0.8,200,29,1200,1185,1.15,18,2,2,990,0,•220/380/440•,•491/283.3/245.5•
3232,•W1662•,•W1662•,•IP55•,•W1662•,95,94,94.6,5286,43526,3493,43587,73,1208439,,0.83,0.67,0.77,200,25,1200,1185,1.15,18,2,2,990,0,•220/380/440•,•499/287.92/249.5•
3233,•W1663•,•W1663•,•IP55•,•W1663•,95.3,94,94.6,528596,43526,3486,43587,73,123,,0.83,0.67,0.77,200,14,1200,1190,1.15,18,2,2,984,0,•220/380/440•,•498/287.34/249•
3234,•W1664•,•W1664•,•IP55•,•W1664•,95.3,92.8,94.4,857816,43678,3445,43498,77,123,,0.78,0.62,0.72,200,75,1200,1190,1.15,46,2,2,1303,0,•220/380/440•,•530/305.81/265•
3235,•W1665•,•W1665•,•IP55•,•W1665•,95.4,94.8,95.3,616033,43498,,43526,70,122700,6,0.83,0.69,0.79,200,16,1200,1190,1.15,18,2,2,1085,0,•220/380/440•,•498.00/288.32/249.00•
3236,•W1666•,•W1666•,•IP55•,•W1666•,95.9,95.2,95.8,106645,43467,,43498,81,123,6,0.83,0.7,0.8,200,18,1200,1190,1.25,18,3,2,747,0,•220/380/440•,•495/287/248•
3237,•W1667•,•W1667•,•IPW55•,•W1667•,96.3,95.6,96,8.14,43526,509972,43557,70,123,,0.83,0.7,0.79,200,28,1200,1190,1.25,18,4,2,1130,0,•220/380/440•,•492/283.88/246•
3238,•W1668•,•W1668•,•IP55•,•W1668•,94.7,92,93.8,14759,43586,3878,43467,75,164,,0.75,0.56,0.7,200,42,900,890,1,46,1,2,1600,0,•220/380/440•,•554/319.65/277•
3239,•W1669•,•W1669•,•IP55•,•W1669•,94.7,94.3,94.9,824962,43709,3744,43648,66,164,,0.8,0.65,0.75,200,24,900,890,1,49,1,2,1396,0,•220/380/440•,•520/300.04/260•
3240,•W1670•,•W1670•,•IP55•,•W1670•,94.5,92,93.8,147585,43586,3738,43467,75,164,,0.78,0.63,0.73,200,42,900,890,1,46,1,2,1652,0,•220/380/440•,•534/308.11/267•
3241,•W1671•,•W1671•,•IP55•,•W1671•,94.5,92,93.8,147585,43586,,43467,,164060,8,0.78,0.63,0.73,200,42,900,890,1,46,1,2,,0,•220/380/440•,•534.00/309.16/267.00•
3242,•W1672•,•W1672•,•IP55•,•W1672•,94,93.5,93.9,147585,43586,,43467,75,164060,8,0.78,0.63,0.73,200,42,900,890,1.15,46,1,2,1657,0,•220/380/440•,•537.00/310.89/268.50•
3243,•W1673•,•W1673•,•IP55•,•W1673•,95.2,93,94.2,14759,43617,3857,43467,75,164,,0.75,0.55,0.68,200,41,900,890,1.15,46,2,2,1497,0,•220/380/440•,•551/317.92/275.5•
3244,•W1674•,•W1674•,•IP55•,•W1674•,95.2,93,94.2,147585,43586,3759,43467,75,163,,0.77,0.61,0.72,200,42,900,895,1.15,46,2,2,1650,0,•220/380/440•,•537/309.84/268.5•
3245,•W1675•,•W1675•,•IP55•,•W1675•,95.2,94.5,95.2,122507,43556,,43467,75,163143,8,0.79,0.63,0.74,200,50,900,895,1.15,46,2,2,1511,0,•220/380/440•,•524.00/303.37/262.00•
3246,•W1676•,•W1676•,•IP55•,•W1676•,95.6,95.3,95.6,150216,43556,,43498,77,163,8,0.79,0.64,0.75,200,26,900,894,1.15,46,3,2,1989,0,•220/380/440•,•523/303/262•
3247,•W1677•,•W1677•,•IP54•,•W1677•,92.5,90,91,1.84,43710,4698,43648,90,50.1,,0.9,0.86,0.89,250,25,3600,3570,1,18,1,2,1077,0,•220/380/440•,•580/334.66/290•
3248,•W1678•,•W1678•,•IP55•,•W1678•,92.5,90,91,2118,43710,1030775,43648,87,50.5,,0.9,0.86,0.89,250,30,3600,3570,1,18,1,2,1007,0,•220/380/440•,•583/336.39/291.5•
3249,•W1679•,•W1679•,•IP55•,•W1679•,94.1,90,92.8,2118,43710,1001191,43648,87,501401,,0.9,0.86,0.89,250,30,3600,3570,1,18,1,2,1007,0,•220/380/440•,•573/330.62/286.5•
3250,•W1680•,•W1680•,•IP55•,•W1680•,94.3,92,93.7,211806,43679,4862,3,87,50.4,,0.9,0.82,0.88,250,18,3600,3575,1,18,1,2,990,0,•220/380/440•,•572/330.04/286•
3251,•W1681•,•W1681•,•IP55•,•W1681•,94.3,90.8,92.9,367719,43678,4245,43587,96,50.3,,0.91,0.88,0.9,250,70,3600,3580,1,46,1,2,1393,0,•220/380/440•,•566/326.58/283•
3252,•W1682•,•W1682•,•IP55•,•W1682•,92.5,90,91,1.84,43710,,43648,,504435,2,0.9,0.86,0.89,250,25,3600,3570,1,18,1,2,1077,0,•220/380/440•,•580.00/335.79/290.00•
3253,•W1683•,•W1683•,•IP55•,•W1683•,94.1,90,92.8,211806,43679,,3,,503730,2,0.9,0.82,0.88,250,18,3600,3575,1,18,1,2,,0,•220/380/440•,•572.06/331.19/286.03•
3254,•W1684•,•W1684•,•IP55•,•W1684•,94.3,92.5,94,211806,43679,,3,81,503730,2,0.9,0.82,0.88,250,18,3600,3575,1.15,18,1,2,985,0,•220/380/440•,•572.00/331.16/286.00•
3255,•W1685•,•W1685•,•IP54•,•W1685•,95,93.4,94.7,1.84,43618,841186,43527,90,50,,0.9,0.84,0.88,250,25,3600,3575,,18,2,2,1077,0,•220/380/440•,•568/327.73/284•
3256,•W1686•,•W1686•,•IP55•,•W1686•,95.4,93.4,94.7,2118,43710,5148,43527,87,50.4,,0.89,0.84,0.87,250,30,3600,3575,1.15,18,2,2,1077,0,•220/380/440•,•572/330.04/286•
3257,•W1687•,•W1687•,•IP55•,•W1687•,95.4,93.4,94.7,2118,43710,5148,43527,87,500699,,0.89,0.84,0.87,250,30,3600,3575,1.15,18,2,2,1077,0,•220/380/440•,•572/330.04/286•
3258,•W1688•,•W1688•,•IP55•,•W1688•,95.5,93.4,94.7,211806,43710,1078684,43527,87,50.4,,0.89,0.81,0.87,250,17,3600,3575,1.15,18,2,2,993,0,•220/380/440•,•571/329.46/285.5•
3259,•W1689•,•W1689•,•IP55•,•W1689•,95.4,93,94.5,367719,43617,755567,43526,96,50.3,,0.91,0.85,0.9,250,70,3600,3580,1.15,46,2,2,1302,0,•220/380/440•,•559/322.54/279.5•
3260,•W1690•,•W1690•,•IP55•,•W1690•,95.6,94.8,95.3,224464,43526,,43679,81,503026,2,0.89,0.8,0.87,250,16,3600,3580,1.15,18,2,2,1076,0,•220/380/440•,•570.00/330.00/285.00•
3261,•W1691•,•W1691•,•IP55•,•W1691•,96.1,95.3,95.8,103,43467,,43648,62,50.3,2,0.9,0.82,0.88,250,16,3600,3580,1.25,18,3,2,43572,0,•220/380/440•,•563/326/281•
3262,•W1692•,•W1692•,•IPW55•,•W1692•,96.5,95.1,96,2.83,43526,4424,43679,81,50.3,,0.9,0.82,0.88,250,20,3600,3580,1.25,18,4,2,1080,0,•220/380/440•,•560/323.12/280•
3263,•W1693•,•W1693•,•IP54•,•W1693•,93.5,90.8,93,3354,3,4640,43679,85,100,,0.89,0.8,0.85,250,13,1800,1785,1,18,1,2,1005,0,•220/380/440•,•580/334.66/290•
3264,•W1694•,•W1694•,•IP55•,•W1694•,93.5,90.8,93,3774,3,4776,43679,80,101,,0.87,0.8,0.85,250,22,1800,1785,1,18,1,2,1010,0,•220/380/440•,•597/344.46/298.5•
3265,•W1695•,•W1695•,•IP55•,•W1695•,94.5,91,93,3774,43679,1115818,43679,80,1002801,,0.86,0.76,0.84,250,22,1800,1785,1,18,1,2,1010,0,•220/380/440•,•597/344.46/298.5•
3266,•W1696•,•W1696•,•IP55•,•W1696•,94.6,93,94.3,377391,43679,1115818,43679,80,101,,0.86,0.76,0.84,250,17,1800,1785,1,18,1,2,997,0,•220/380/440•,•597/344.46/298.5•
3267,•W1697•,•W1697•,•IP55•,•W1697•,94.5,92.2,93.8,559247,43709,756450,43498,83,101,,0.88,0.78,0.85,250,48,1800,1790,1,46,1,2,1365,0,•220/380/440•,•584/336.96/292•
3268,•W1698•,•W1698•,•IP55•,•W1698•,94.5,91,93,377391,43679,,43679,,100887,4,0.86,0.76,0.84,250,22,1800,1785,1,18,1,2,,0,•220/380/440•,•597.40/345.86/298.70•
3269,•W1699•,•W1699•,•IP55•,•W1699•,94.6,93,94.6,377391,43679,,43679,75,100887,4,0.86,0.76,0.84,250,17,1800,1785,1.15,18,1,2,1018,0,•220/380/440•,•597.00/345.63/298.50•
3270,•W1700•,•W1700•,•IP54•,•W1700•,95.6,94.2,95.3,3354,43587,920260,43679,85,100,,0.88,0.8,0.87,250,13,1800,1785,,18,2,2,1005,0,•220/380/440•,•574/331.19/287•
3271,•W1701•,•W1701•,•IP55•,•W1701•,95.8,94.5,95.5,3774,3,4608,43679,80,101,,0.88,0.78,0.85,250,22,1800,1785,1.15,18,2,2,1005,0,•220/380/440•,•576/332.35/288•
3272,•W1702•,•W1702•,•IP55•,•W1702•,95.5,94,95.2,3774,3,4728,43679,80,1002801,,0.86,0.76,0.82,250,22,1800,1785,1.15,18,2,2,1005,0,•220/380/440•,•591/341/295.5•
3273,•W1703•,•W1703•,•IP55•,•W1703•,95.5,94,95.2,377391,3,4728,43679,80,101,,0.86,0.73,0.82,250,19,1800,1785,1.15,18,2,2,1000,0,•220/380/440•,•591/341/295.5•
3274,•W1704•,•W1704•,•IP55•,•W1704•,95,93.8,94.7,559247,43617,748961,2,83,101,,0.88,0.8,0.86,250,34,1800,1785,1.15,46,2,2,1414,0,•220/380/440•,•581/335.23/290.5•
3275,•W1705•,•W1705•,•IP55•,•W1705•,95.7,95,95.5,344171,43498,,43526,75,100774,4,0.87,0.77,0.84,250,18,1800,1787,1.15,18,2,2,1047,0,•220/380/440•,•584.00/338.11/292.00•
3276,•W1706•,•W1706•,•IP55•,•W1706•,96.3,95.3,96,18433,43679,,43679,59,101,4,0.87,0.75,0.83,250,20,1800,1790,1.15,18,3,2,134,0,•220/380/440•,•582/337/291•
3277,•W1707•,•W1707•,•IPW55•,•W1707•,96.8,95.7,96.3,4.63,43710,4088,43587,75,101,,0.86,0.75,0.83,250,22,1800,1790,1.25,18,4,2,1110,0,•220/380/440•,•584/336.96/292•
3278,•W1708•,•W1708•,•IP55•,•W1708•,94,92.7,93.7,9531,43678,768869,43498,77,151,,0.8,0.65,0.76,250,74,1200,1190,1,46,1,2,1480,0,•220/380/440•,•646/372.74/323•
3279,•W1709•,•W1709•,•IP55•,•W1709•,94.7,94.5,95,669185,43617,737546,43498,73,151,,0.85,0.73,0.82,250,33,1200,1190,1,49,1,2,1120,0,•220/380/440•,•603/347.93/301.5•
3280,•W1710•,•W1710•,•IP55•,•W1710•,94,92.7,93.7,953128,43709,750726,43467,77,151,,0.81,0.69,0.78,250,74,1200,1190,1,46,1,2,1536,0,•220/380/440•,•638/368.12/319•
3281,•W1711•,•W1711•,•IP55•,•W1711•,94,92.7,93.7,953128,43709,,43467,,151330,6,0.81,0.69,0.78,250,74,1200,1190,1,46,1,2,,0,•220/380/440•,•637.60/369.14/318.80•
3282,•W1712•,•W1712•,•IP55•,•W1712•,94,93,93.8,953128,43709,,43467,71,151330,6,0.81,0.69,0.78,250,74,1200,1190,1.15,46,1,2,1250,0,•220/380/440•,•638.00/369.37/319.00•
3283,•W1713•,•W1713•,•IP55•,•W1713•,95.2,94,95,9531,43709,786947,43498,77,151,,0.78,0.64,0.73,250,80,1200,1190,1.15,46,2,2,1367,0,•220/380/440•,•654/377.35/327•
3284,•W1714•,•W1714•,•IP55•,•W1714•,95.2,93.5,94.8,953128,43709,768869,43498,77,151,,0.79,0.65,0.75,250,74,1200,1190,1.15,46,2,2,1541,0,•220/380/440•,•646/372.74/323•
3285,•W1715•,•W1715•,•IP55•,•W1715•,95.5,95,95.4,835169,43678,,43467,77,150950,6,0.81,0.69,0.78,250,30,1200,1193,1.15,46,2,2,1555,0,•220/380/440•,•628.00/363.58/314.00•
3286,•W1716•,•W1716•,•IP55•,•W1716•,96,95.3,96,186523,43678,,43467,73,151,6,0.81,0.69,0.78,250,24,1200,1192,1.25,46,3,2,724,0,•220/380/440•,•625/362/313•
3287,•W1717•,•W1717•,•IPW55•,•W1717•,96.3,95.4,96.1,43718,43467,759919,43467,77,151,,0.81,0.67,0.77,250,50,1200,1190,1.15,46,4,2,1650,0,•220/380/440•,•622/358.89/311•
3288,•W1718•,•W1718•,•IP55•,•W1718•,93.9,91.1,92.9,16329,43525,886841,43467,75,202,,0.8,0.64,0.75,250,34,900,890,1,46,1,2,1690,0,•220/380/440•,•646/372.74/323•
3289,•W1719•,•W1719•,•IP55•,•W1719•,94.8,94.8,95.1,950642,43678,852568,43587,66,202,,0.81,0.68,0.77,250,25,900,890,1,49,1,2,1542,0,•220/380/440•,•632/364.66/316•
3290,•W1720•,•W1720•,•IP55•,•W1720•,93.9,91.5,92.9,163285,43556,4578,43467,75,202,,0.79,0.62,0.74,250,34,900,890,1,46,1,2,1721,0,•220/380/440•,•654/377.35/327•
3291,•W1721•,•W1721•,•IP55•,•W1721•,93.9,91.5,92.9,163285,43556,,43467,,202341,8,0.79,0.62,0.74,250,34,900,890,1,46,1,2,,0,•220/380/440•,•654.40/378.86/327.20•
3292,•W1722•,•W1722•,•IP55•,•W1722•,94,93,93.6,163285,43556,,43467,75,202341,8,0.79,0.62,0.74,250,34,900,890,1.15,46,1,2,-60204,0,•220/380/440•,•654.00/378.63/327.00•
3293,•W1723•,•W1723•,•IP55•,•W1723•,94.9,93,94,16329,43497,3195,43678,75,202,,0.8,0.7,0.77,250,60,900,890,1.15,46,2,2,1665,0,•220/380/440•,•639/368.7/319.5•
3294,•W1724•,•W1724•,•IP55•,•W1724•,94.9,93,94,163285,43556,4592,43467,75,202,,0.78,0.61,0.73,250,34,900,890,1.15,46,2,2,1740,0,•220/380/440•,•656/378.51/328•
3295,•W1725•,•W1725•,•IP55•,•W1725•,95.3,94.6,95.3,147008,43586,,43498,75,201435,8,0.8,0.64,0.75,250,48,900,894,1.15,46,2,2,1653,0,•220/380/440•,•636.00/368.21/318.00•
3296,•W1726•,•W1726•,•IP55•,•W1726•,95.7,95.3,95.6,110966,43556,,43526,78,201,8,0.8,0.64,0.75,250,18,900,895,1.15,46,3,2,1916,0,•220/380/440•,•636/368/318•
3297,•W1727•,•W1727•,•IP55•,•W1727•,94.5,91.5,93.5,211806,43679,1176448,43710,87,54.5,,0.9,0.82,0.88,270,13,3600,3575,1,18,1,2,981,0,•220/380/440•,•617/356/308.5•
3298,•W1728•,•W1728•,•IP55•,•W1728•,93.8,91,92.5,402193,43467,1038111,43679,96,54.3,,0.92,0.88,0.91,270,70,3600,3585,1,46,1,2,1452,0,•220/380/440•,•608/350.81/304•
3299,•W1729•,•W1729•,•IP55•,•W1729•,93.8,91,92.5,402193,43467,,43679,81,543054,2,0.92,0.88,0.91,270,70,3600,3585,1.15,46,1,2,1050,0,•220/380/440•,•608.00/352.00/304.00•
3300,•W1730•,•W1730•,•IP55•,•W1730•,94.7,91.5,93.7,402193,43647,1040974,43679,96,54.3,,0.91,0.86,0.9,270,70,3600,3585,1.15,46,2,2,1358,0,•220/380/440•,•609/351.39/304.5•
3301,•W1731•,•W1731•,•IP55•,•W1731•,95.8,94.5,95.6,323198,43617,,43679,84,543054,2,0.9,0.8,0.87,270,24,3600,3585,1.15,46,2,2,1376,0,•220/380/440•,•608.00/352.00/304.00•
3302,•W1732•,•W1732•,•IP55•,•W1732•,96.2,95,95.8,655,2,,43648,51,54.3,2,0.9,0.82,0.88,270,14,3600,3585,1.25,46,3,2,43488,0,•220/380/440•,•608/352/304•
3303,•W1733•,•W1733•,•IP55•,•W1733•,94.3,93,94,377391,43526,1109364,43587,80,109,,0.89,0.8,0.86,270,16,1800,1785,1,18,1,2,993,0,•220/380/440•,•625/360.62/312.5•
3304,•W1734•,•W1734•,•IP55•,•W1734•,94.5,92.1,93.9,633813,43648,5104,43679,83,109,,0.87,0.77,0.84,270,39,1800,1790,1,46,1,2,1424,0,•220/380/440•,•638/368.12/319•
3305,•W1735•,•W1735•,•IP55•,•W1735•,94.6,94,94.6,577434,43467,,43498,75,108762,4,0.87,0.77,0.84,270,39,1800,1790,1.15,46,1,2,1062,0,•220/380/440•,•638.00/369.37/319.00•
3306,•W1736•,•W1736•,•IP55•,•W1736•,95.1,94,95,2831848,43709,4030,43709,83,109,,0.89,0.81,0.87,270,44,1800,1785,1.15,46,2,2,1390,0,•220/380/440•,•620/357.74/310•
3307,•W1737•,•W1737•,•IP55•,•W1737•,95.8,94.8,95.6,488205,43498,,43498,81,108762,4,0.86,0.77,0.84,270,20,1800,1790,1.15,46,2,2,1291,0,•220/380/440•,•638.00/369.37/319.00•
3308,•W1738•,•W1738•,•IP55•,•W1738•,94.9,94.7,95.1,726544,43647,756419,43557,73,164,,0.85,0.73,0.82,270,14,1200,1190,1,49,1,2,1160,0,•220/380/440•,•651/375.62/325.5•
3309,•W1739•,•W1739•,•IP55•,•W1739•,94.2,93,94,102461,43709,917977,43498,77,164,,0.82,0.7,0.78,270,84,1200,1190,1,46,1,2,1560,0,•220/380/440•,•679/391.78/339.5•
3310,•W1740•,•W1740•,•IP55•,•W1740•,94.2,93,94,102461,43709,,43498,71,163600,6,0.82,0.7,0.78,270,84,1200,1190,1.15,46,1,2,1305,0,•220/380/440•,•679.00/393.11/339.50•
3311,•W1741•,•W1741•,•IP55•,•W1741•,95.3,93.5,95,102461,43709,4472,43498,77,163,,0.8,0.67,0.75,270,84,1200,1195,1.15,46,2,2,1550,0,•220/380/440•,•688/396.97/344•
3312,•W1742•,•W1742•,•IP55•,•W1742•,95.5,95,95.5,929746,43709,,43467,77,163189,6,0.81,0.7,0.79,270,24,1200,1193,1.15,46,2,2,1525,0,•220/380/440•,•678.00/392.53/339.00•
3313,•W1743•,•W1743•,•IP55•,•W1743•,96,95.3,96,335378,2,,43498,69,164,6,0.82,0.68,0.78,270,16,1200,1194,1.25,46,3,2,801,0,•220/380/440•,•669/387/334•
3314,•W1744•,•W1744•,•IP55•,•W1744•,92.7,90,91.5,2.61,43586,778454,43557,96,60.1,,0.85,0.7,0.8,300,30,3600,3565,1,49,1,2,1260,0,•220/380/440•,•733/422.94/366.5•
3315,•W1745•,•W1745•,•IP55•,•W1745•,93.8,91,92.7,436666,43647,1046877,43587,96,59.9,,0.93,0.88,0.91,300,70,3600,3580,1,46,1,2,1512,0,•220/380/440•,•662/381.97/331•
3316,•W1746•,•W1746•,•IP55•,•W1746•,93.8,91,92.7,436666,43647,,43587,,598193,2,0.93,0.88,0.91,300,70,3600,3580,1,46,1,2,,0,•220/380/440•,•661.84/383.17/330.92•
3317,•W1747•,•W1747•,•IP55•,•W1747•,94.3,92.5,94,436666,43647,,43587,82,598193,2,0.93,0.88,0.91,300,70,3600,3580,1.15,46,1,2,1192,0,•220/380/440•,•658.00/380.95/329.00•
3318,•W1748•,•W1748•,•IP55•,•W1748•,94.5,91,93.9,4367,43647,1033728,43587,96,59.9,,0.93,0.9,0.92,300,80,3600,3580,1.15,46,2,2,1479,0,•220/380/440•,•657/379.08/328.5•
3319,•W1749•,•W1749•,•IP55•,•W1749•,94.7,92,93.9,436666,43647,1049495,43587,96,59.9,,0.92,0.88,0.91,300,70,3600,3580,1.15,46,2,2,1513,0,•220/380/440•,•663/382.55/331.5•
3320,•W1750•,•W1750•,•IP55•,•W1750•,95.8,94.8,95.6,355518,2,,43648,84,598026,2,0.9,0.81,0.88,300,18,3600,3581,1.15,46,2,2,1486,0,•220/380/440•,•670.00/387.89/335.00•
3321,•W1751•,•W1751•,•IP55•,•W1751•,96.3,95.3,95.9,1426,43678,,43710,48,59.8,2,0.9,0.83,0.88,300,35,3600,3585,1.25,46,3,2,33.4,0,•220/380/440•,•669/387/334•
3322,•W1752•,•W1752•,•IP55•,•W1752•,94.7,93.6,94.6,353557,2,4704,43587,83,120,,0.83,0.7,0.79,300,25,1800,1780,1,49,1,2,1285,0,•220/380/440•,•735/424.09/367.5•
3323,•W1753•,•W1753•,•IP55•,•W1753•,95,93,94.5,633813,43498,4837,43526,83,120,,0.88,0.79,0.85,300,48,1800,1790,1,46,1,2,1433,0,•220/380/440•,•691/398.7/345.5•
3324,•W1754•,•W1754•,•IP55•,•W1754•,95,93,94.5,633813,43498,,43526,,119638,4,0.88,0.79,0.85,300,48,1800,1790,1,46,1,2,,0,•220/380/440•,•690.62/399.83/345.31•
3325,•W1755•,•W1755•,•IP55•,•W1755•,95,94.5,94.7,579795,43498,,43526,79,119638,4,0.87,0.77,0.84,300,48,1800,1790,1.15,46,1,2,1180,0,•220/380/440•,•699.00/404.68/349.50•
3326,•W1756•,•W1756•,•IP55•,•W1756•,95.5,94,95,633813,43498,4865,43526,83,120,,0.87,0.79,0.85,300,48,1800,1790,1.15,46,2,2,1449,0,•220/380/440•,•695/401.01/347.5•
3327,•W1757•,•W1757•,•IP55•,•W1757•,95.9,95.2,95.8,856616,43498,,43526,81,119638,4,0.86,0.77,0.84,300,23,1800,1790,1.15,46,2,2,1443,0,•220/380/440•,•700.00/405.26/350.00•
3328,•W1758•,•W1758•,•IP55•,•W1758•,96.4,95.6,96.2,28456,43587,,43557,54,120,4,0.87,0.77,0.84,300,14,1800,1790,1.25,46,3,2,185,0,•220/380/440•,•689/399/345•
3329,•W1759•,•W1759•,•IP55•,•W1759•,94.9,94.9,95.2,803022,43647,901206,43557,73,180,,0.85,0.74,0.82,300,11,1200,1190,1,49,1,2,1210,0,•220/380/440•,•716/413.13/358•
3330,•W1760•,•W1760•,•IP55•,•W1760•,94.5,93,94.2,109609,43709,1206184,43498,77,180,,0.81,0.65,0.75,300,64,1200,1190,1,46,1,2,1645,0,•220/380/440•,•754/435.05/377•
3331,•W1761•,•W1761•,•IP55•,•W1761•,94.5,93,94.2,109609,43709,,43498,,179960,6,0.81,0.65,0.75,300,64,1200,1190,1,46,1,2,,0,•220/380/440•,•754.20/436.64/377.10•
3332,•W1762•,•W1762•,•IP55•,•W1762•,94.5,93,94.2,109609,43709,,43498,71,179960,6,0.81,0.65,0.75,300,64,1200,1190,1.15,46,1,2,1468,0,•220/380/440•,•754.00/436.53/377.00•
