CODIGO,NOME,TITULO,GRAUDEPROTECAO,DESCRICAO,RENDIMENTO100,RENDIMENTO50,RENDIMENTO75,MOMENTOINERCIA,CONJUGADOROTORBLOQUEADO,CORRENTEROTORBLOQUEADO,CONJUGADOMAXIMO,NIVELRUIDO,CONJUGADONOMINAL,NUMERODEPOLOS,FATORPOTENCIA100,FATORPOTENCIA50,FATORPOTENCIA75,POTENCIALNOMINAL,TEMPOROTORBLOQUEADO,RPM,RPMASSINCRONO,FATORSERVICO,COD_CARCACA,COD_CLASSEMOTOR,COD_FABRICANTE,PESO,CORRENTE_VAZIO,TENSAO,CORRENTENOMINAL
2959,•W1389•,•W1389•,•IP55•,•W1389•,90.2,86.5,89,4869,43526,,43648,,205075,2,0.9,0.86,0.89,100,7,3600,3560,1,16,1,2,454,0,•220/380/440•,•238.00/137.79/119.00•
2960,•W1390•,•W1390•,•IP55•,•W1390•,93,90,92.1,50227,3,,43527,,205075,2,0.91,0.85,0.9,100,13,3600,3560,1,16,1,2,,0,•220/380/440•,•231.32/133.92/115.66•
2961,•W1391•,•W1391•,•IP55•,•W1391•,93.6,92.5,93.5,50227,3,,43527,80,205075,2,0.91,0.82,0.88,100,13,3600,3560,1.15,16,1,2,452,0,•220/380/440•,•231.00/133.74/115.50•
2962,•W1392•,•W1392•,•IP54•,•W1392•,93.9,91.8,93.3,487,43526,-8917,43468,84,20,,0.91,0.82,0.88,100,10,3600,3560,,16,2,2,462,0,•220/380/440•,•226/130.4/113•
2963,•W1393•,•W1393•,•IP55•,•W1393•,93.9,91.8,93.3,502,43679,2139,43527,85,43605,,0.91,0.82,0.88,100,10,3600,3560,1.15,16,2,2,462,0,•220/380/440•,•230/132.71/115•
2964,•W1394•,•W1394•,•IP55•,•W1394•,93.6,91.8,92.8,502,43618,16923,3,85,201124,,0.92,0.82,0.88,100,10,3600,3560,1.15,16,2,2,462,0,•220/380/440•,•229/132.13/114.5•
2965,•W1395•,•W1395•,•IP55•,•W1395•,94.3,92.8,93.8,50227,43618,16923,3,85,43605,,0.91,0.82,0.88,100,12,3600,3565,1.15,16,2,2,458,0,•220/380/440•,•229/132.13/114.5•
2966,•W1396•,•W1396•,•IP55•,•W1396•,94,91.5,93,108256,2,1944,3,84,43575,,0.86,0.75,0.83,100,37,3600,3575,1.15,17,2,2,664,0,•220/380/440•,•243/140.21/121.5•
2967,•W1397•,•W1397•,•IP55•,•W1397•,94.3,93.1,93.6,39054,43618,,43648,80,205075,2,0.88,0.79,0.86,100,12,3600,3560,1.15,16,2,2,476,0,•220/380/440•,•238.00/137.79/119.00•
2968,•W1398•,•W1398•,•IP55•,•W1398•,95,94,94.8,768,43618,,3,47,43605,2,0.88,0.81,0.86,100,25,3600,3560,1.25,16,3,2,25,0,•220/380/440•,•237/137/119•
2969,•W1399•,•W1399•,•IPW55•,•W1399•,95.4,94.5,95.4,6045,43710,1856,43499,78,43605,,0.89,0.81,0.87,100,20,3600,3565,1.25,16,4,2,577,0,•220/380/440•,•232/133.86/116•
2970,•W1400•,•W1400•,•IP54•,•W1400•,92.5,90,92,948,43499,2112,43499,81,40.3,,0.87,0.76,0.84,100,6,1800,1775,1,16,1,2,442,0,•220/380/440•,•240/138.48/120•
2971,•W1401•,•W1401•,•IP55•,•W1401•,92.5,90,92,0.98,43499,2156,43499,75,41.2,,0.87,0.7,0.8,100,6,1800,1775,1,16,1,2,462,0,•220/380/440•,•245/141.36/122.5•
2972,•W1402•,•W1402•,•IP55•,•W1402•,93.2,91.5,92.5,1155,43499,87020,43499,75,40338,,0.87,0.74,0.83,100,11,1800,1775,1.15,16,1,2,520,0,•220/380/440•,•243/140.21/121.5•
2973,•W1403•,•W1403•,•IP55•,•W1403•,93.5,92,93,115478,43499,83794,43499,75,41,,0.87,0.74,0.83,100,12,1800,1780,1,16,1,2,457,0,•220/380/440•,•242/139.63/121•
2974,•W1404•,•W1404•,•IP55•,•W1404•,93.5,91,93,184681,43557,-57616,43618,80,40.9,,0.87,0.8,0.85,100,33,1800,1785,1,17,1,2,665,0,•220/380/440•,•242/139.63/121•
2975,•W1405•,•W1405•,•IP55•,•W1405•,90,86,89,43617,43558,,43558,,410150,4,0.9,0.83,0.88,100,43653,1800,1780,1,16,1,2,430,0,•220/380/440•,•240.00/138.95/120.00•
2976,•W1406•,•W1406•,•IP55•,•W1406•,92,89,91,9483,3,,3,,410150,4,0.84,0.72,0.81,100,6,1800,1780,1,16,1,2,442,0,•220/380/440•,•250.00/144.74/125.00•
2977,•W1407•,•W1407•,•IP55•,•W1407•,93.2,91.5,92.5,115478,43499,,43499,,410150,4,0.87,0.74,0.83,100,12,1800,1780,1,16,1,2,,0,•220/380/440•,•241.96/140.08/120.98•
2978,•W1408•,•W1408•,•IP55•,•W1408•,93.5,92.7,93.5,101481,3,,43527,70,410150,4,0.87,0.75,0.85,100,12,1800,1780,1.15,16,1,2,470,0,•220/380/440•,•242.00/140.11/121.00•
2979,•W1409•,•W1409•,•IP54•,•W1409•,94.3,92.5,94,949,43587,1840,43499,81,40,,0.89,0.8,0.87,100,12,1800,1775,,16,2,2,442,0,•220/380/440•,•230/132.71/115•
2980,•W1410•,•W1410•,•IP55•,•W1410•,94.5,93,94.2,0.98,43648,-4595,43468,75,41,,0.86,0.72,0.81,100,10,1800,1780,1.15,16,2,2,442,0,•220/380/440•,•242/139.63/121•
2981,•W1411•,•W1411•,•IP55•,•W1411•,94.5,93,94.2,1155,3,2058,43527,75,402247,,0.85,0.69,0.8,100,10,1800,1780,1.15,16,2,2,510,0,•220/380/440•,•245/141.36/122.5•
2982,•W1412•,•W1412•,•IP55•,•W1412•,94.6,93,94.2,115478,3,1960,43527,75,40.9,,0.85,0.69,0.8,100,10,1800,1785,1.15,16,2,2,492,0,•220/380/440•,•245/141.36/122.5•
2983,•W1413•,•W1413•,•IP55•,•W1413•,94.5,93,94,184681,43498,1715,43587,80,41,,0.85,0.7,0.8,100,24,1800,1780,1.15,17,2,2,642,0,•220/380/440•,•245/141.36/122.5•
2984,•W1414•,•W1414•,•IP55•,•W1414•,94.6,94,94.5,87398,43557,,43679,70,411306,4,0.85,0.71,0.81,100,12,1800,1775,1.15,16,2,2,491,0,•220/380/440•,•244.00/141.26/122.00•
2985,•W1415•,•W1415•,•IP55•,•W1415•,95.5,94.6,95.2,6382,43558,,43619,58,41,4,0.85,0.68,0.78,100,10,1800,1780,1.25,16,3,2,80.4,0,•220/380/440•,•242/140/121•
2986,•W1416•,•W1416•,•IPW55•,•W1416•,96.2,95.4,95.8,1.21,43680,2325,43711,70,40.9,,0.82,0.65,0.76,100,12,1800,1785,1.25,16,4,2,575,0,•220/380/440•,•250/144.25/125•
2987,•W1417•,•W1417•,•IP54•,•W1417•,92.7,90.2,92.2,2529,43710,-32780,43679,76,60.4,,0.84,0.75,0.82,100,16,1200,1185,1,17,1,2,648,0,•220/380/440•,•248/143.09/124•
2988,•W1418•,•W1418•,•IP55•,•W1418•,92.7,90.2,92.2,2643,43557,-93379,43587,70,61.6,,0.84,0.7,0.78,100,28,1200,1185,1,17,1,2,651,0,•220/380/440•,•253/145.98/126.5•
2989,•W1419•,•W1419•,•IP55•,•W1419•,93,90.2,92.2,2643,43557,-88631,43587,70,604219,,0.83,0.67,0.78,100,28,1200,1185,1,17,1,2,651,0,•220/380/440•,•255/147.13/127.5•
2990,•W1420•,•W1420•,•IP55•,•W1420•,93.1,90.2,92.2,264298,43557,-88631,43587,70,61.6,,0.83,0.67,0.78,100,28,1200,1185,1,17,1,2,628,0,•220/380/440•,•255/147.13/127.5•
2991,•W1421•,•W1421•,•IP55•,•W1421•,90,89,90,43619,43648,,43587,,618702,6,0.85,0.7,0.79,100,15,1200,1180,1,18,1,2,800,0,•220/380/440•,•380.00/220.00/190.00•
2992,•W1422•,•W1422•,•IP55•,•W1422•,92,88,90,2529,43648,,43587,,616091,6,0.82,0.73,0.8,100,16,1200,1185,1,17,1,2,648,0,•220/380/440•,•256.00/148.21/128.00•
2993,•W1423•,•W1423•,•IP55•,•W1423•,93,90.2,92.2,264298,43557,,43587,,616091,6,0.83,0.67,0.78,100,28,1200,1185,1,17,1,2,,0,•220/380/440•,•255.00/147.63/127.50•
2994,•W1424•,•W1424•,•IP55•,•W1424•,93.1,91.5,92.9,264298,43557,,43587,69,616091,6,0.83,0.67,0.78,100,28,1200,1185,1.15,17,1,2,641,0,•220/380/440•,•255.00/147.63/127.50•
2995,•W1425•,•W1425•,•IP54•,•W1425•,94.6,93.3,94.2,2529,43557,1656,43679,75,61,,0.85,0.74,0.83,100,16,1200,1180,,17,2,2,648,0,•220/380/440•,•240/138.48/120•
2996,•W1426•,•W1426•,•IP55•,•W1426•,94.6,93.3,94.2,3103,43467,1488,43526,70,61.6,,0.84,0.73,0.81,100,37,1200,1185,1.15,17,2,2,680,0,•220/380/440•,•248/143.09/124•
2997,•W1427•,•W1427•,•IP55•,•W1427•,94.1,93,93.6,3103,43467,1494,43557,70,604219,,0.84,0.72,0.8,100,37,1200,1185,1.15,17,2,2,680,0,•220/380/440•,•249/143.67/124.5•
2998,•W1428•,•W1428•,•IP55•,•W1428•,94.2,93,93.6,310263,43467,1494,43557,70,61.6,,0.84,0.7,0.8,100,28,1200,1185,1.15,17,2,2,691,0,•220/380/440•,•249/143.67/124.5•
2999,•W1429•,•W1429•,•IP55•,•W1429•,94.4,93.9,94.2,235847,2,,43526,69,616091,6,0.83,0.7,0.8,100,16,1200,1185,1.15,17,2,2,672,0,•220/380/440•,•252.00/145.89/126.00•
3000,•W1430•,•W1430•,•IP55•,•W1430•,95,94.7,95,43661,2,,43526,79,61.6,6,0.83,0.7,0.8,100,10,1200,1185,1.25,17,3,2,500,0,•220/380/440•,•251/145/126•
3001,•W1431•,•W1431•,•IPW55•,•W1431•,95.8,94.5,95.4,4.47,3,1976,43499,69,61.4,,0.79,0.6,0.72,100,27,1200,1190,1.25,17,4,2,860,0,•220/380/440•,•260/150.02/130•
3002,•W1432•,•W1432•,•IP54•,•W1432•,92.6,89,91.5,2863,43467,58107,3,64,80.4,,0.79,0.66,0.75,100,11,900,890,1,17,1,2,689,0,•220/380/440•,•264/152.32/132•
3003,•W1433•,•W1433•,•IP55•,•W1433•,92.6,89,91.5,3103,43467,72352,3,63,82.1,,0.79,0.66,0.75,100,13,900,890,1,17,1,2,720,0,•220/380/440•,•269/155.21/134.5•
3004,•W1434•,•W1434•,•IP55•,•W1434•,92,90.5,91.5,3447,43587,148745,43587,63,804494,,0.77,0.6,0.7,100,13,900,890,1,17,1,2,780,0,•220/380/440•,•278/160.4/139•
3005,•W1435•,•W1435•,•IP55•,•W1435•,92.5,91.2,92.3,344737,43467,-8551,43587,63,82.1,,0.77,0.61,0.71,100,11,900,890,1,17,1,2,706,0,•220/380/440•,•276/159.25/138•
3006,•W1436•,•W1436•,•IP55•,•W1436•,91,90,91,4.81,43617,,43648,,820301,8,0.85,0.76,0.81,100,26,900,890,1,18,1,2,980,0,•220/380/440•,•380.00/220.00/190.00•
3007,•W1437•,•W1437•,•IP55•,•W1437•,91.2,89,90.5,2456289,43467,,3,,820301,8,0.79,0.66,0.75,100,,900,890,1,17,1,2,,0,•220/380/440•,•268.00/155.16/134.00•
3008,•W1438•,•W1438•,•IP55•,•W1438•,92.5,91.2,92.3,344737,43467,,43587,,820301,8,0.77,0.61,0.71,100,11,900,890,1,17,1,2,,0,•220/380/440•,•276.40/160.02/138.20•
3009,•W1439•,•W1439•,•IP55•,•W1439•,92.5,91.2,92.3,344737,43467,,43587,63,820301,8,0.77,0.61,0.71,100,11,900,890,1.15,17,1,2,706.5,0,•220/380/440•,•276.00/159.79/138.00•
3010,•W1440•,•W1440•,•IP54•,•W1440•,94.5,93.2,94.5,2863,2,-100288,43587,68,80,,0.81,0.58,0.7,100,11,900,890,,17,2,2,689,0,•220/380/440•,•254/146.55/127•
3011,•W1441•,•W1441•,•IP55•,•W1441•,94.5,93.2,94.5,3103,2,-93287,43587,63,82.1,,0.81,0.58,0.7,100,27,900,890,1.15,17,2,2,689,0,•220/380/440•,•257/148.28/128.5•
3012,•W1442•,•W1442•,•IP55•,•W1442•,93,91,92.5,3103,43467,18660,43526,63,804494,,0.78,0.63,0.73,100,18,900,890,1.15,17,2,2,689,0,•220/380/440•,•271/156.36/135.5•
3013,•W1443•,•W1443•,•IP55•,•W1443•,93.7,91,93,344737,43467,-25899,43587,63,82.1,,0.78,0.63,0.73,100,15,900,890,1.15,17,2,2,725,0,•220/380/440•,•269/155.21/134.5•
3014,•W1444•,•W1444•,•IP55•,•W1444•,93.7,93.7,94,304629,43678,,43467,63,821224,8,0.78,0.63,0.74,100,13,900,889,1.15,17,2,2,744,0,•220/380/440•,•270.00/156.32/135.00•
3015,•W1445•,•W1445•,•IP55•,•W1445•,94.5,94.3,94.6,808705,43647,,2,78,82.1,8,0.8,0.65,0.75,100,12,900,890,1.15,17,3,2,1615,0,•220/380/440•,•262/151/131•
3016,•W1446•,•W1446•,•IP54•,•W1446•,91.4,86.2,89.5,1073,43587,2250,43648,89,43490,,0.88,0.8,0.85,125,16,3600,3570,1,17,1,2,705,0,•220/380/440•,•300/173.1/150•
3017,•W1447•,•W1447•,•IP55•,•W1447•,91.4,86.2,89.5,1083,43587,2205,43648,84,43640,,0.88,0.8,0.85,125,33,3600,3570,1,17,1,2,670,0,•220/380/440•,•294/169.63/147•
3018,•W1448•,•W1448•,•IP55•,•W1448•,93,89,91.5,1271,43587,203198,3,84,25035,,0.88,0.8,0.85,125,50,3600,3575,1,17,1,2,735,0,•220/380/440•,•289/166.75/144.5•
3019,•W1449•,•W1449•,•IP55•,•W1449•,93.7,90,92,127083,43587,2288,3,84,43609,,0.88,0.8,0.86,125,30,3600,3575,1,17,1,2,690,0,•220/380/440•,•286/165.02/143•
3020,•W1450•,•W1450•,•IP55•,•W1450•,86,82,85,1.22,43557,,43558,,245745,2,0.93,0.92,0.92,125,11,3600,3565,1,17,1,2,640,0,•220/380/440•,•300.00/173.68/150.00•
3021,•W1451•,•W1451•,•IP55•,•W1451•,91,87,90,1073,43709,,43587,,246090,2,0.88,0.84,0.87,125,16,3600,3560,1,17,1,2,705,0,•220/380/440•,•300.00/173.68/150.00•
3022,•W1452•,•W1452•,•IP55•,•W1452•,93,89,91.5,127083,43587,,3,,245057,2,0.88,0.8,0.86,125,30,3600,3575,1,17,1,2,,0,•220/380/440•,•286.44/165.83/143.22•
3023,•W1453•,•W1453•,•IP55•,•W1453•,93.7,92,93.2,127083,43679,,3,81,245057,2,0.88,0.8,0.86,125,30,3600,3575,1.15,17,1,2,664,0,•220/380/440•,•286.00/165.58/143.00•
3024,•W1454•,•W1454•,•IP54•,•W1454•,93.4,91.6,93.1,1073,43709,2130,43648,90,25,,0.89,0.83,0.87,125,16,3600,3570,,17,2,2,705,0,•220/380/440•,•284/163.86/142•
3025,•W1455•,•W1455•,•IP55•,•W1455•,94.5,91.6,93.1,1177,2,75727,43648,84,43640,,0.89,0.83,0.87,125,53,3600,3570,1.15,17,2,2,725,0,•220/380/440•,•281/162.13/140.5•
3026,•W1456•,•W1456•,•IP55•,•W1456•,94.5,91.6,93.1,1271,2,75727,43648,84,43671,,0.89,0.83,0.87,125,53,3600,3570,1.15,17,2,2,735,0,•220/380/440•,•281/162.13/140.5•
3027,•W1457•,•W1457•,•IP55•,•W1457•,94.6,91.6,93.1,127083,2,75727,43648,84,43640,,0.89,0.83,0.87,125,24,3600,3570,1.15,17,2,2,706,0,•220/380/440•,•281/162.13/140.5•
3028,•W1458•,•W1458•,•IP55•,•W1458•,94.6,92.8,94.3,89906,43709,,43710,81,245057,2,0.88,0.78,0.85,125,20,3600,3575,1.15,17,2,2,667,0,•220/380/440•,•284.00/164.42/142.00•
3029,•W1459•,•W1459•,•IP55•,•W1459•,95.3,93.3,94.9,87,2,,3,62,43609,2,0.88,0.78,0.86,125,19,3600,3575,1.25,17,3,2,14,0,•220/380/440•,•282/163/141•
3030,•W1460•,•W1460•,•IPW55•,•W1460•,95.8,94.1,95.4,1.32,43526,156538,43468,79,43609,,0.87,0.76,0.84,125,44,3600,3580,1.25,17,4,2,762,0,•220/380/440•,•284/163.86/142•
3031,•W1461•,•W1461•,•IP54•,•W1461•,91.8,89.3,91,1.85,43498,111187,43587,81,50.3,,0.87,0.8,0.85,125,12,1800,1780,1,17,1,2,638,0,•220/380/440•,•302/174.25/151•
3032,•W1462•,•W1462•,•IP55•,•W1462•,91.8,89.3,91,1606,43498,95178,43587,80,49.2,,0.87,0.8,0.85,125,19,1800,1780,1,17,1,2,624,0,•220/380/440•,•296/170.79/148•
3033,•W1463•,•W1463•,•IP55•,•W1463•,93.2,90,92,1847,43498,92529,43587,80,502809,,0.86,0.76,0.84,125,19,1800,1780,1,17,1,2,710,0,•220/380/440•,•295/170.21/147.5•
3034,•W1464•,•W1464•,•IP55•,•W1464•,93.8,93.5,94,115478,43587,1960,43618,75,49.5,,0.9,0.82,0.88,125,10,1800,1770,1,16,1,2,488,0,•220/380/440•,•280/161.56/140•
3035,•W1465•,•W1465•,•IP55•,•W1465•,93.8,91.5,92.9,2692205,43498,87173,43587,80,49.1,,0.86,0.75,0.83,125,25,1800,1785,1,17,1,2,632,0,•220/380/440•,•293/169.06/146.5•
3036,•W1466•,•W1466•,•IP55•,•W1466•,90,88,90,43467,43679,,43648,,492181,4,0.9,0.85,0.89,125,13,1800,1780,1,17,1,2,640,0,•220/380/440•,•300.00/173.68/150.00•
3037,•W1467•,•W1467•,•IP55•,•W1467•,91.7,88,91,2408777,43498,,43526,,492181,4,0.86,0.81,0.85,125,12,1800,1780,1,17,1,2,638,0,•220/380/440•,•306.00/177.16/153.00•
3038,•W1468•,•W1468•,•IP55•,•W1468•,93.2,90,92,2692205,43498,,43587,,492181,4,0.86,0.75,0.83,125,25,1800,1780,1,17,1,2,,0,•220/380/440•,•292.80/169.52/146.40•
3039,•W1469•,•W1469•,•IP55•,•W1469•,93.8,92.7,93.8,192711,43587,,43710,73,490802,4,0.86,0.74,0.82,125,23,1800,1785,1.15,17,1,2,625,0,•220/380/440•,•293.00/169.63/146.50•
3040,•W1470•,•W1470•,•IP54•,•W1470•,94.4,92.3,93.7,1846,43587,2030,43618,85,50,,0.88,0.81,0.86,125,12,1800,1780,,17,2,2,638,0,•220/380/440•,•290/167.33/145•
3041,•W1471•,•W1471•,•IP55•,•W1471•,95,93,94.2,1686,43467,20546,43587,80,49.2,,0.85,0.72,0.8,125,23,1800,1780,1.15,17,2,2,630,0,•220/380/440•,•292/168.48/146•
3042,•W1472•,•W1472•,•IP55•,•W1472•,94.5,93,93.8,1927,43467,25416,43587,80,502809,,0.85,0.72,0.8,125,23,1800,1780,1.15,17,2,2,700,0,•220/380/440•,•294/169.63/147•
3043,•W1473•,•W1473•,•IP55•,•W1473•,95,93.5,94.5,2692205,43467,20546,43587,80,49.1,,0.85,0.73,0.81,125,26,1800,1785,1.15,17,2,2,664,0,•220/380/440•,•292/168.48/146•
3044,•W1474•,•W1474•,•IP55•,•W1474•,95,93.5,94.5,2692205,43467,20546,43587,80,49.1,,0.85,0.73,0.81,125,26,1800,1785,1.15,17,2,2,691,0,•220/380/440•,•292/168.48/146•
3045,•W1475•,•W1475•,•IP55•,•W1475•,94.9,94,94.8,155828,43467,,43618,73,491352,4,0.85,0.73,0.82,125,20,1800,1783,1.15,17,2,2,672,0,•220/380/440•,•292.00/169.05/146.00•
3046,•W1476•,•W1476•,•IP55•,•W1476•,95.4,94.7,95.3,14889,43467,,43648,59,49.1,4,0.86,0.75,0.83,125,17,1800,1785,1.25,17,3,2,121,0,•220/380/440•,•289/167/145•
3047,•W1477•,•W1477•,•IPW55•,•W1477•,96.2,95,95.8,2.46,43618,116545,43679,72,49.1,,0.84,0.68,0.79,125,38,1800,1787,1.25,17,4,2,781,0,•220/380/440•,•292/168.48/146•
3048,•W1478•,•W1478•,•IP54•,•W1478•,92.2,90.1,92,2902,43679,160921,43648,76,75.5,,0.85,0.77,0.82,125,17,1200,1185,1,17,1,2,700,0,•220/380/440•,•308/177.71/154•
3049,•W1479•,•W1479•,•IP55•,•W1479•,92.9,91.5,92.8,3103,43526,1818,43557,70,74,,0.84,0.7,0.8,125,34,1200,1185,1,17,1,2,705,0,•220/380/440•,•303/174.83/151.5•
3050,•W1480•,•W1480•,•IP55•,•W1480•,93,91.5,92.5,3103,43526,1812,43557,70,755274,,0.84,0.7,0.8,125,34,1200,1185,1,17,1,2,705,0,•220/380/440•,•302/174.25/151•
3051,•W1481•,•W1481•,•IP55•,•W1481•,93.5,92.5,93.2,310263,43526,1806,43557,70,74,,0.84,0.7,0.8,125,20,1200,1185,1,17,1,2,676,0,•220/380/440•,•301/173.67/150.5•
3052,•W1482•,•W1482•,•IP55•,•W1482•,93.5,92.5,93.2,310263,43526,1806,43557,70,74,,0.84,0.7,0.8,125,20,1200,1185,1,17,1,2,739,0,•220/380/440•,•301/173.67/150.5•
3053,•W1483•,•W1483•,•IP55•,•W1483•,92,89,91,4.81,43679,,43587,,742442,6,0.87,0.79,0.84,125,20,1200,1180,1,18,1,2,970,0,•220/380/440•,•480.00/277.89/240.00•
3054,•W1484•,•W1484•,•IP55•,•W1484•,92.2,90,91.1,2600925,43648,,43587,,739309,6,0.85,0.74,0.82,125,17,1200,1185,1,17,1,2,700,0,•220/380/440•,•308.00/178.32/154.00•
3055,•W1485•,•W1485•,•IP55•,•W1485•,93.5,92.5,93.2,310263,43526,,43557,,739309,6,0.84,0.7,0.8,125,20,1200,1185,1,17,1,2,,0,•220/380/440•,•300.80/174.15/150.40•
3056,•W1486•,•W1486•,•IP55•,•W1486•,93.5,92.5,93.4,310263,43526,,43557,69,739309,6,0.84,0.7,0.8,125,20,1200,1185,1.15,17,1,2,678,0,•220/380/440•,•301.00/174.26/150.50•
3057,•W1487•,•W1487•,•IP54•,•W1487•,94.5,93.9,94.5,2902,43587,25416,43618,75,76,,0.85,0.71,0.8,125,17,1200,1185,,17,2,2,700,0,•220/380/440•,•294/169.63/147•
3058,•W1488•,•W1488•,•IP55•,•W1488•,94.6,93.9,94.5,3677,43498,1764,43526,70,74,,0.85,0.72,0.81,125,39,1200,1185,1.15,17,2,2,760,0,•220/380/440•,•294/169.63/147•
3059,•W1489•,•W1489•,•IP55•,•W1489•,94.1,93.2,93.7,3677,43498,1794,43557,70,755274,,0.84,0.72,0.81,125,33,1200,1185,1.15,17,2,2,760,0,•220/380/440•,•299/172.52/149.5•
3060,•W1490•,•W1490•,•IP55•,•W1490•,94.5,93.4,93.9,367719,43498,1788,43557,70,74,,0.84,0.71,0.8,125,24,1200,1185,1.15,17,2,2,755,0,•220/380/440•,•298/171.94/149•
3061,•W1491•,•W1491•,•IP55•,•W1491•,94.7,94.4,94.6,268921,2,,43526,69,739309,6,0.83,0.69,0.79,125,14,1200,1185,1.15,17,2,2,713,0,•220/380/440•,•300.00/173.68/150.00•
3062,•W1492•,•W1492•,•IP55•,•W1492•,95.3,94.8,95,101472,2,,43526,68,74,6,0.83,0.7,0.8,125,12,1200,1185,1.25,17,3,2,551,0,•220/380/440•,•300/173/150•
3063,•W1493•,•W1493•,•IPW55•,•W1493•,95.8,95,95.8,43681,43679,115935,43710,69,73.7,,0.8,0.62,0.74,125,25,1200,1190,1.25,17,4,2,882,0,•220/380/440•,•308/177.71/154•
3064,•W1494•,•W1494•,•IP54•,•W1494•,92.6,90,92,3876,43467,2574,43557,64,101,,0.79,0.69,0.75,125,13,900,890,1,18,1,2,888,0,•220/380/440•,•330/190.41/165•
3065,•W1495•,•W1495•,•IP55•,•W1495•,92.6,90,92,4367,43467,226177,43557,66,98.5,,0.79,0.69,0.75,125,16,900,890,1,18,1,2,877,0,•220/380/440•,•323/186.37/161.5•
3066,•W1496•,•W1496•,•IP55•,•W1496•,92.5,91,91.8,4367,43557,285135,43557,66,1005618,,0.79,0.65,0.75,125,14,900,890,1,18,1,2,877,0,•220/380/440•,•323/186.37/161.5•
3067,•W1497•,•W1497•,•IP55•,•W1497•,93.5,91.7,92.8,436666,43498,2240,43557,66,98.5,,0.79,0.65,0.75,125,14,900,890,1,18,1,2,834,0,•220/380/440•,•320/184.64/160•
3068,•W1498•,•W1498•,•IP55•,•W1498•,91,88,89,43689,43467,,43679,,984362,8,0.79,0.63,0.74,125,40,900,890,1,46,1,2,1580,0,•220/380/440•,•540.00/312.63/270.00•
3069,•W1499•,•W1499•,•IP55•,•W1499•,92,89,91,2506355,43467,,43557,,984362,8,0.79,0.69,0.75,125,,900,890,1,18,1,2,,0,•220/380/440•,•332.00/192.21/166.00•
3070,•W1500•,•W1500•,•IP55•,•W1500•,93.5,91.7,92.8,436666,43498,,43557,,984362,8,0.79,0.65,0.75,125,14,900,890,1,18,1,2,,0,•220/380/440•,•319.80/185.15/159.90•
3071,•W1501•,•W1501•,•IP55•,•W1501•,93.6,93,93.6,436666,43498,,43557,66,984362,8,0.79,0.65,0.75,125,14,900,890,1.15,18,1,2,834.2,0,•220/380/440•,•319.00/184.68/159.50•
3072,•W1502•,•W1502•,•IP54•,•W1502•,95.2,94.2,95.1,3876,43709,143208,43498,68,100,,0.79,0.63,0.74,125,13,900,890,,18,2,2,888,0,•220/380/440•,•314/181.17/157•
3073,•W1503•,•W1503•,•IP55•,•W1503•,95.2,94.2,95.1,4367,43709,143208,43498,66,98.5,,0.79,0.63,0.74,125,25,900,890,1.15,18,2,2,888,0,•220/380/440•,•314/181.17/157•
3074,•W1504•,•W1504•,•IP55•,•W1504•,93.6,92,93,4367,43498,214796,43526,66,1005618,,0.79,0.65,0.75,125,18,900,890,1.15,18,2,2,877,0,•220/380/440•,•319/184.06/159.5•
3075,•W1505•,•W1505•,•IP55•,•W1505•,94.2,92.7,93.8,436666,43498,2219,43557,66,98.5,,0.79,0.65,0.75,125,15,900,890,1.15,18,2,2,873,0,•220/380/440•,•317/182.9/158.5•
3076,•W1506•,•W1506•,•IP55•,•W1506•,94,93.9,94,511473,43678,,2,66,984362,8,0.79,0.67,0.77,125,25,900,890,1.15,18,2,2,1022,0,•220/380/440•,•318.00/184.11/159.00•
3077,•W1507•,•W1507•,•IP55•,•W1507•,94.9,94.6,94.9,150505,43678,,2,77,98.5,8,0.8,0.67,0.76,125,26,900,890,1.15,18,3,2,1982,0,•220/380/440•,•314/182/157•
3078,•W1508•,•W1508•,•IP54•,•W1508•,92.7,89,91.4,1226,43587,278437,43648,89,43495,,0.88,0.82,0.86,150,25,3600,3570,1,17,1,2,735,0,•220/380/440•,•355/204.83/177.5•
3079,•W1509•,•W1509•,•IP55•,•W1509•,92.7,89,91.4,1271,43587,2655,43648,84,30,,0.88,0.82,0.86,150,36,3600,3570,1,17,1,2,725,0,•220/380/440•,•354/204.25/177•
3080,•W1510•,•W1510•,•IP55•,•W1510•,93.3,89,92,1271,43587,286018,43648,84,30084,,0.9,0.82,0.86,150,34,3600,3570,1,17,1,2,735,0,•220/380/440•,•344/198.48/172•
3081,•W1511•,•W1511•,•IP55•,•W1511•,93.3,89,92,127083,43587,286018,43648,84,30,,0.9,0.82,0.86,150,34,3600,3570,1,17,1,2,694,0,•220/380/440•,•344/198.48/172•
3082,•W1512•,•W1512•,•IP55•,•W1512•,88,86,86,1.27,43498,,43468,,299934,2,0.93,0.92,0.93,150,24,3600,3570,1,17,1,2,680,0,•220/380/440•,•350.00/202.63/175.00•
3083,•W1513•,•W1513•,•IP55•,•W1513•,90.4,88,90,129663,43678,,43587,,300355,2,0.89,0.84,0.88,150,25,3600,3565,1,17,1,2,735,0,•220/380/440•,•360.00/208.42/180.00•
